Day,Time,Group,Metric,Unit,Amount
2018-10-15,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,92.0
2018-10-16,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,51.0
2018-10-17,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,56.0
2018-10-18,12:07 AM,Study Meal,"Heart Rate (Apple Health)",bpm,58.0
2018-10-19,12:02 AM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2018-10-20,12:02 AM,Study Meal,"Heart Rate (Apple Health)",bpm,85.0
2018-10-21,12:07 AM,Study Meal,"Heart Rate (Apple Health)",bpm,51.0
2018-10-22,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,56.0
2018-10-23,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,55.0
2018-10-24,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,51.0
2018-10-25,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2018-10-26,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2018-10-27,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2018-10-28,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,69.0
2018-10-29,12:04 AM,Study Meal,"Heart Rate (Apple Health)",bpm,51.0
2018-10-30,12:05 AM,Study Meal,"Heart Rate (Apple Health)",bpm,66.0
2018-10-31,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,68.0
2018-11-01,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,67.0
2018-11-02,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,55.0
2018-11-02,1:30 PM,Study Meal,"Weight (Apple Health)",lbs,169.0
2018-11-03,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,62.0
2018-11-03,1:35 PM,Study Meal,"Systolic Blood Pressure (Apple Health)",mmHg,115.0
2018-11-03,1:35 PM,Study Meal,"Diastolic Blood Pressure (Apple Health)",mmHg,75.0
2018-11-04,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,56.0
2018-11-04,8:50 AM,Study Meal,"Weight (Apple Health)",lbs,167.0
2018-11-05,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,88.0
2018-11-05,8:50 AM,Study Meal,"Weight (Apple Health)",lbs,169.0
2018-11-06,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2018-11-07,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2018-11-07,1:29 PM,Study Meal,"Weight (Apple Health)",lbs,170.0
2018-11-08,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2018-11-08,1:29 PM,Study Meal,"Weight (Apple Health)",lbs,171.0
2018-11-09,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,90.0
2018-11-10,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,101.0
2018-11-10,10:14 AM,Study Meal,"Weight (Apple Health)",lbs,170.0
2018-11-10,10:31 AM,Study Meal,"Systolic Blood Pressure (Apple Health)",mmHg,123.0
2018-11-10,10:31 AM,Study Meal,"Diastolic Blood Pressure (Apple Health)",mmHg,83.0
2018-11-11,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,67.0
2018-11-11,9:51 AM,Study Meal,"Weight (Apple Health)",lbs,169.0
2018-11-12,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,62.0
2018-11-13,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,59.0
2018-11-13,6:00 AM,Study Meal,"Weight (Apple Health)",lbs,168.0
2018-11-14,12:03 AM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2018-11-15,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,61.0
2018-11-16,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,103.0
2018-11-17,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,67.0
2018-11-18,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2018-11-18,7:11 AM,Study Meal,"Weight (Apple Health)",lbs,170.0
2018-11-19,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2018-11-19,7:11 AM,Study Meal,"Weight (Apple Health)",lbs,169.0
2018-11-20,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,52.0
2018-11-21,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,51.0
2018-11-21,10:34 PM,Study Meal,"Weight (Apple Health)",lbs,167.0
2018-11-22,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2018-11-23,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,65.0
2018-11-24,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,62.0
2018-11-25,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2018-11-25,10:35 PM,Study Meal,"Weight (Apple Health)",lbs,169.0
2018-11-26,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,58.0
2018-11-26,10:34 AM,Study Meal,"Weight (Apple Health)",lbs,170.0
2018-11-26,10:35 AM,Study Meal,"Systolic Blood Pressure (Apple Health)",mmHg,126.0
2018-11-26,10:35 AM,Study Meal,"Diastolic Blood Pressure (Apple Health)",mmHg,84.0
2018-11-27,,Study Meal,"Weight",lbs,171.0
2018-11-27,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2018-11-28,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2018-11-28,6:32 AM,Study Meal,"Weight (Apple Health)",lbs,171.0
2018-11-29,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,58.0
2018-11-29,6:32 AM,Study Meal,"Weight (Apple Health)",lbs,169.0
2018-11-30,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,66.0
2018-11-30,7:23 AM,Study Meal,"Weight (Apple Health)",lbs,171.0
2018-12-01,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,55.0
2018-12-01,7:23 AM,Study Meal,"Weight (Apple Health)",lbs,169.0
2018-12-02,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,59.0
2018-12-02,1:23 PM,Study Meal,"Weight (Apple Health)",lbs,167.0
2018-12-03,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,52.0
2018-12-04,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2018-12-05,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2018-12-06,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2018-12-07,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2018-12-08,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,61.0
2018-12-08,10:43 AM,Study Meal,"Weight (Apple Health)",lbs,168.0
2018-12-08,10:44 AM,Study Meal,"Diastolic Blood Pressure (Apple Health)",mmHg,89.0
2018-12-08,10:44 AM,Study Meal,"Systolic Blood Pressure (Apple Health)",mmHg,127.0
2018-12-09,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,55.0
2018-12-10,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,56.0
2018-12-11,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2018-12-13,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,66.0
2018-12-14,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,64.0
2018-12-15,6:54 AM,Study Meal,"Weight (Apple Health)",lbs,170.0
2018-12-16,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,55.0
2018-12-16,6:54 AM,Study Meal,"Weight (Apple Health)",lbs,170.0
2018-12-17,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,67.0
2018-12-17,7:45 AM,Study Meal,"Weight (Apple Health)",lbs,171.0
2018-12-18,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,67.0
2018-12-19,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,62.0
2018-12-19,6:26 AM,Study Meal,"Weight (Apple Health)",lbs,170.0
2018-12-19,7:26 AM,Study Meal,"Systolic Blood Pressure (Apple Health)",mmHg,115.0
2018-12-19,7:26 AM,Study Meal,"Diastolic Blood Pressure (Apple Health)",mmHg,82.0
2018-12-20,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,49.0
2018-12-21,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2018-12-21,7:03 AM,Study Meal,"Weight (Apple Health)",lbs,170.0
2018-12-22,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,68.0
2018-12-22,7:03 AM,Study Meal,"Weight (Apple Health)",lbs,170.0
2018-12-23,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,67.0
2018-12-24,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2018-12-25,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2018-12-26,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2018-12-26,7:04 AM,Study Meal,"Weight (Apple Health)",lbs,170.0
2018-12-27,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2018-12-28,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,55.0
2018-12-29,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2018-12-29,8:57 AM,Study Meal,"Weight (Apple Health)",lbs,171.0
2018-12-30,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,65.0
2018-12-30,8:57 AM,Study Meal,"Weight (Apple Health)",lbs,169.0
2018-12-31,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2018-12-31,9:30 AM,Study Meal,"Weight (Apple Health)",lbs,169.0
2019-01-01,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,62.0
2019-01-02,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-01-03,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-01-04,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-01-04,7:18 AM,Study Meal,"Weight (Apple Health)",lbs,171.0
2019-01-05,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,52.0
2019-01-05,7:17 AM,Study Meal,"Weight (Apple Health)",lbs,172.0
2019-01-06,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,74.0
2019-01-06,9:39 AM,Study Meal,"Weight (Apple Health)",lbs,171.0
2019-01-07,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,53.0
2019-01-07,8:19 AM,Study Meal,"Weight (Apple Health)",lbs,169.0
2019-01-08,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,61.0
2019-01-09,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-01-10,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-01-11,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,66.0
2019-01-12,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,64.0
2019-01-12,8:19 AM,Study Meal,"Weight (Apple Health)",lbs,169.0
2019-01-14,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2019-01-15,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,56.0
2019-01-16,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,74.0
2019-01-16,2:50 PM,Study Meal,"Weight (Apple Health)",lbs,170.0
2019-01-17,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,59.0
2019-01-17,7:25 AM,Study Meal,"Systolic Blood Pressure (Apple Health)",mmHg,113.0
2019-01-17,7:25 AM,Study Meal,"Diastolic Blood Pressure (Apple Health)",mmHg,80.0
2019-01-17,7:34 AM,Study Meal,"Weight (Apple Health)",lbs,170.0
2019-01-18,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,79.0
2019-01-19,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,52.0
2019-01-19,7:33 AM,Study Meal,"Weight (Apple Health)",lbs,167.0
2019-01-20,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,56.0
2019-01-21,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,62.0
2019-01-21,6:28 AM,Study Meal,"Weight (Apple Health)",lbs,169.0
2019-01-22,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-01-23,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,64.0
2019-01-24,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,64.0
2019-01-25,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,51.0
2019-01-26,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,56.0
2019-01-26,12:40 PM,Study Meal,"Weight (Apple Health)",lbs,167.0
2019-01-27,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-01-27,10:26 AM,Study Meal,"Weight (Apple Health)",lbs,168.0
2019-01-28,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-01-29,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-01-30,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,50.0
2019-01-31,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2019-01-31,1:24 PM,Study Meal,"Weight (Apple Health)",lbs,168.0
2019-02-01,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,55.0
2019-02-02,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,56.0
2019-02-02,1:10 PM,Study Meal,"Weight (Apple Health)",lbs,166.0
2019-02-03,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,66.0
2019-02-03,9:12 AM,Study Meal,"Weight (Apple Health)",lbs,168.0
2019-02-04,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-02-05,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,67.0
2019-02-06,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-02-07,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2019-02-08,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,45.0
2019-02-09,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,67.0
2019-02-10,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2019-02-10,7:45 AM,Study Meal,"Weight (Apple Health)",lbs,170.0
2019-02-11,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-02-11,7:44 AM,Study Meal,"Weight (Apple Health)",lbs,172.0
2019-02-12,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-02-12,7:45 AM,Study Meal,"Weight (Apple Health)",lbs,170.0
2019-02-13,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,76.0
2019-02-13,7:45 AM,Study Meal,"Weight (Apple Health)",lbs,169.0
2019-02-14,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-02-15,11:50 PM,Study Meal,"Heart Rate (Apple Health)",bpm,61.0
2019-02-16,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2019-02-17,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-02-18,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-02-19,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,62.0
2019-02-19,6:39 AM,Study Meal,"Weight (Apple Health)",lbs,171.0
2019-02-20,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,56.0
2019-02-21,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,53.0
2019-02-22,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-02-23,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,61.0
2019-02-24,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-02-24,6:08 AM,Study Meal,"Weight (Apple Health)",lbs,169.0
2019-02-25,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,67.0
2019-02-26,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,71.0
2019-02-26,8:43 AM,Study Meal,"Weight (Apple Health)",lbs,172.0
2019-02-27,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,55.0
2019-02-28,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,48.0
2019-03-01,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,62.0
2019-03-02,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,62.0
2019-03-03,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,74.0
2019-03-03,7:57 AM,Study Meal,"Weight (Apple Health)",lbs,170.0
2019-03-04,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,50.0
2019-03-05,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,64.0
2019-03-06,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,65.0
2019-03-07,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,58.0
2019-03-08,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,68.0
2019-03-08,7:12 AM,Study Meal,"Weight (Apple Health)",lbs,172.0
2019-03-09,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,65.0
2019-03-09,7:12 AM,Study Meal,"Weight (Apple Health)",lbs,171.0
2019-03-09,8:51 AM,Study Meal,"Weight (Apple Health)",lbs,169.0
2019-03-10,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2019-03-11,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2019-03-12,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,56.0
2019-03-12,7:21 AM,Study Meal,"Weight (Apple Health)",lbs,171.0
2019-03-12,7:21 AM,Study Meal,"Systolic Blood Pressure (Apple Health)",mmHg,120.0
2019-03-12,7:21 AM,Study Meal,"Diastolic Blood Pressure (Apple Health)",mmHg,83.0
2019-03-12,7:22 AM,Study Meal,"Systolic Blood Pressure (Apple Health)",mmHg,121.0
2019-03-12,7:22 AM,Study Meal,"Diastolic Blood Pressure (Apple Health)",mmHg,82.0
2019-03-12,7:24 AM,Study Meal,"Systolic Blood Pressure (Apple Health)",mmHg,121.0
2019-03-12,7:24 AM,Study Meal,"Diastolic Blood Pressure (Apple Health)",mmHg,82.0
2019-03-13,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2019-03-14,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,59.0
2019-03-15,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-03-16,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,59.0
2019-03-17,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,64.0
2019-03-17,8:10 AM,Study Meal,"Weight (Apple Health)",lbs,171.0
2019-03-18,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,58.0
2019-03-19,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,48.0
2019-03-20,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,56.0
2019-03-21,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,56.0
2019-03-21,7:17 AM,Study Meal,"Weight (Apple Health)",lbs,170.0
2019-03-22,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2019-03-23,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-03-23,8:14 AM,Study Meal,"Weight (Apple Health)",lbs,169.0
2019-03-24,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-03-24,10:04 AM,Study Meal,"Weight (Apple Health)",lbs,170.0
2019-03-25,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,56.0
2019-03-26,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-03-26,7:11 AM,Study Meal,"Weight (Apple Health)",lbs,169.0
2019-03-27,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,168.0
2019-03-27,7:30 AM,Study Meal,"Weight (Apple Health)",lbs,168.0
2019-03-28,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-03-29,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,63.0
2019-03-29,7:05 AM,Study Meal,"Systolic Blood Pressure (Apple Health)",mmHg,127.0
2019-03-29,7:05 AM,Study Meal,"Diastolic Blood Pressure (Apple Health)",mmHg,85.0
2019-03-29,7:06 AM,Study Meal,"Systolic Blood Pressure (Apple Health)",mmHg,125.0
2019-03-29,7:06 AM,Study Meal,"Diastolic Blood Pressure (Apple Health)",mmHg,83.0
2019-03-29,7:08 AM,Study Meal,"Systolic Blood Pressure (Apple Health)",mmHg,118.0
2019-03-29,7:08 AM,Study Meal,"Diastolic Blood Pressure (Apple Health)",mmHg,82.0
2019-03-30,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-03-30,9:36 AM,Study Meal,"Weight (Apple Health)",lbs,168.0
2019-03-31,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-03-31,9:36 AM,Study Meal,"Weight (Apple Health)",lbs,167.0
2019-04-01,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,64.0
2019-04-01,7:08 AM,Study Meal,"Weight (Apple Health)",lbs,170.0
2019-04-02,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,55.0
2019-04-03,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,58.0
2019-04-04,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,72.0
2019-04-06,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,81.0
2019-04-06,8:46 AM,Study Meal,"Weight (Apple Health)",lbs,170.0
2019-04-07,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,100.0
2019-04-08,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,64.0
2019-04-09,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-04-10,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,64.0
2019-04-11,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,60.0
2019-04-11,7:04 AM,Study Meal,"Weight (Apple Health)",lbs,171.0
2019-04-12,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,64.0
2019-04-13,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,70.0
2019-04-14,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,68.0
2019-04-15,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,65.0
2019-04-16,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,66.0
2019-04-17,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,69.0
2019-04-18,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,55.0
2019-04-19,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,56.0
2019-04-20,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,70.0
2019-04-20,6:54 AM,Study Meal,"Weight (Apple Health)",lbs,171.0
2019-04-21,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-04-21,6:53 AM,Study Meal,"Weight (Apple Health)",lbs,170.0
2019-04-22,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,59.0
2019-04-23,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,54.0
2019-04-24,12:01 AM,Study Meal,"Heart Rate (Apple Health)",bpm,90.0
2019-04-24,9:23 AM,Study Meal,"Weight (Apple Health)",lbs,169.0
2019-04-25,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,59.0
2019-04-26,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2019-04-27,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,66.0
2019-04-28,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,58.0
2019-04-29,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,67.0
2019-04-30,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,50.0
2019-04-30,6:03 AM,Study Meal,"Weight (Apple Health)",lbs,171.0
2019-05-01,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,62.0
2019-05-01,7:23 AM,Study Meal,"Weight (Apple Health)",lbs,172.0
2019-05-02,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2019-05-02,6:36 AM,Study Meal,"Weight (Apple Health)",lbs,169.0
2019-05-03,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,73.0
2019-05-03,7:05 AM,Study Meal,"Weight (Apple Health)",lbs,169.0
2019-05-03,10:05 AM,Study Meal,"Weight (Apple Health)",lbs,168.0
2019-05-04,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,53.0
2019-05-04,9:15 AM,Study Meal,"Weight (Apple Health)",lbs,166.0
2019-05-05,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,73.5632
2019-05-05,9:54 AM,Study Meal,"Weight (Apple Health)",lbs,167.0
2019-05-11,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,80.3045
2019-05-11,9:08 AM,Study Meal,"Weight (Apple Health)",lbs,167.0
2019-05-12,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,72.3781
2019-05-12,9:08 AM,Study Meal,"Weight (Apple Health)",lbs,168.0
2019-05-13,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,65.0
2019-05-14,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,52.0
2019-05-15,11:59 PM,Study Meal,"Heart Rate (Apple Health)",bpm,57.0
2019-05-16,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,68.6934
2019-05-17,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,71.7439
2019-05-18,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,81.4025
2019-05-18,8:44 AM,Study Meal,"Weight (Apple Health)",lbs,169.0
2019-05-19,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,72.768
2019-05-20,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,82.7321
2019-05-21,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,76.5443
2019-05-22,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,81.3613
2019-05-23,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,70.8835
2019-05-24,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,67.3634
2019-05-25,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,67.946
2019-05-26,12:00 AM,Study Meal,"Heart Rate (Apple Health)",bpm,74.842
2019-05-27,12:02 AM,Study Meal,"Heart Rate (Apple Health)",bpm,70.6455
2019-05-28,12:06 AM,Study Meal,"Heart Rate (Apple Health)",bpm,65.8654
2019-05-29,12:03 AM,Study Meal,"Heart Rate (Apple Health)",bpm,71.3091
2019-05-30,12:03 AM,Study Meal,"Heart Rate (Apple Health)",bpm,73.7446
2019-05-31,5:11 AM,Study Meal,"Heart Rate (Apple Health)",bpm,81.6569
2019-05-31,6:45 AM,Study Meal,"Weight (Apple Health)",lbs,167.0
2019-06-01,6:53 AM,Study Meal,"Diastolic Blood Pressure (Apple Health)",mmHg,86.0
